endbr64, sub_rsp_8, mov_rax_qword_ptr_[rip+0x@@ 34@@ fa@@ 9], test_rax_rax, je_4, call_rax, add_rsp_8, ret
push_qword_ptr_[rip+0x@@ 34@@ a5@@ a], b@@ nd@@ _@@ jmp@@ _qword_ptr_[rip+0x@@ 34@@ a@@ 5b@@ ]
push_rbp, push_rbx, mov_rbx_rdi, sub_rsp_8, lea_rax_[rip+0x2@@ 2c@@ e0], mov_rbp_qword_ptr_[rax], call_0xfffffffffffec@@ be@@ d, mov_edi_dword_ptr_[rax], call_0xfffffffffffec@@ a0@@ 6, sub_rsp_8, push_rax, mov_r9_rbx, xor_eax_eax, lea_r8_[rip+0x@@ 15@@ 9@@ 50], mov_ecx_4, mov_edx_0x3@@ b6, lea_rsi_[rip+0x15@@ 1c@@ 4], mov_edi_7, call_rbp, add_rsp_0x18, pop_rbx, xor_eax_eax, pop_rbp, ret
push_rbp, xor_ecx_ecx, mov_ebp_edi, push_rbx, mov_ebx_esi, xor_edx_edx, sub_rsp_8, xor_esi_esi, xor_eax_eax, mov_edi_ebx, call_0xfffffffffffeca@@ 1c, test_eax_eax, js_0x4@@ 5, sub_rsp_8, push_rbx, lea_r10_[rip+0x@@ 2@@ 2c@@ 67], mov_r9d_ebp, mov_edx_0x@@ 9b@@ e, xor_eax_eax, lea_r8_[rip+0x@@ 15@@ 95@@ e], mov_ecx_4, lea_rsi_[rip+0x15@@ 15@@ f], mov_edi_7, call_qword_ptr_[r10], pop_rax, pop_rdx, add_rsp_8, pop_rbx, mov_eax_1, pop_rbp, ret, lea_rax_[rip+0x2@@ 2c@@ 29], mov_rbx_qword_ptr_[rax], call_0xfffffffffffecb@@ 36, mov_edi_dword_ptr_[rax], call_0xfffffffffffec@@ 94@@ f, push_rax, mov_r9d_ebp, mov_ecx_0xffffffff, push_rbp, lea_rsi_[rip+0x15@@ 11@@ e], xor_eax_eax, lea_r8_[rip+0x@@ 15@@ 8@@ b0], mov_edx_0x@@ 9b8, mov_edi_3, call_rbx, pop_rcx, pop_rsi, add_rsp_8, pop_rbx, xor_eax_eax, pop_rbp, ret
push_r15, push_r14, mov_r14_rsi, xor_esi_esi, push_r13, mov_r13_rdi, lea_rdi_[rip+0x15@@ 28@@ 5], push_r12, push_rbp, push_rbx, sub_rsp_0x18, mov_rax_qword_ptr_fs:[0x28], mov_qword_ptr_[rsp+8]_rax, xor_eax_eax, lea_rbx_[r@@ sp+@@ 6], call_0xfffffffffffec@@ 8e@@ e, mov_r12d_eax, test_eax_eax, js_0x1@@ c4, mov_edx_2, mov_rsi_rbx, mov_edi_r12d, call_0xfffffffffffec@@ 5a@@ d, cmp_rax_2, jne_0x2@@ 74, movzx_edi_word_ptr_[r@@ sp+@@ 6], test_@@ di@@ _di, je_0xffffffffffffffde, movzx_ebp@@ _di, or_ebp@@ _0x@@ d@@ 4d@@ 0000, mov_edx_0x7@@ 80, mov_esi_1, mov_edi_ebp, call_0xfffffffffffec@@ 5@@ ff, mov_r15d_eax, test_eax_eax, js_0x@@ e5, cmp_word_ptr_[r@@ sp+@@ 6]_0, je_0xffffffffffffff@@ b1, sub_rsp_8, push_rax, lea_rbx_[rip+0x@@ 22@@ b@@ 3b], mov_r9d_ebp, lea_r8_[rip+0x@@ 15@@ 9a@@ 9], mov_ecx_4, mov_edx_0x@@ 9f8, lea_rsi_[rip+0x15@@ 0@@ 35], mov_edi_7, xor_eax_eax, call_qword_ptr_[r@@ bx], mov_ecx_1, mov_edx_0x10, xor_esi_esi, mov_edi_r15d, xor_eax_eax, call_0xfffffffffffec@@ 8a@@ 6, pop_r10, pop_r11, test_eax_eax, js_0x2@@ 18, xor_esi_esi, xor_eax_eax, mov_edx_0xc, mov_edi_r15d, call_0xfffffffffffec@@ 889, test_eax_eax, js_0x2@@ 4b, push_rax, mov_ecx_4, mov_edx_0x@@ a0@@ c, push_r15, mov_r9d_ebp, lea_r8_[rip+0x@@ 15@@ 96@@ 5], lea_rsi_[rip+0x14@@ fd@@ 3], mov_edi_7, xor_eax_eax, call_qword_ptr_[r@@ bx], mov_edi_r12d, call_0xfffffffffffec@@ 37@@ 2, pop_rdx, pop_rcx, test_eax_eax, je_0x20, lea_r8_[rip+0x14@@ e8@@ 5], xor_ecx_ecx, mov_edx_0xa@@ 10, lea_rsi_[rip+0x14@@ fa@@ 7], mov_edi_7, xor_eax_eax, call_qword_ptr_[r@@ bx], mov_dword_ptr_[r14]@@ _r15d, mov_eax_1, mov_dword_ptr_[r13@@ ]_ebp, jmp_0x@@ d0, call_0xfffffffffffec@@ 980, mov_edi_dword_ptr_[rax], cmp_edi@@ _0x11, je_0x1@@ 46, cmp_edi@@ _0x1c, je_0x10d, cmp_edi@@ _0xc, je_0xd4, lea_rbx_[rip+0x@@ 22@@ a4@@ 7], mov_rbp_qword_ptr_[rbx], call_0xfffffffffffec@@ 77@@ 4, mov_r9_rax, lea_r8_[rip+0x@@ 15@@ 87@@ d], mov_ecx_0xffffffff, mov_edx_0x@@ 9f@@ 1, lea_rsi_[rip+0x14@@ f@@ 39], mov_edi_3, xor_eax_eax, call_rbp, mov_edi_r12d, call_0xfffffffffffec@@ 2d@@ 8, test_eax_eax, je_0x20, lea_r8_[rip+0x14@@ de@@ d], xor_ecx_ecx, mov_edx_0xa@@ 19, lea_rsi_[rip+0x14@@ f0@@ f], mov_edi_7, xor_eax_eax, call_qword_ptr_[r@@ bx], mov_dword_ptr_[r13@@ ]_0, xor_eax_eax, jmp_0x3a, lea_r9_[rip+0x@@ 22@@ 9d@@ 9], xor_eax_eax, lea_r8_[rip+0x@@ 15@@ 700], mov_ecx_0xffffffff, mov_edx_0x@@ 9c@@ e, lea_rsi_[rip+0x14@@ ed@@ 4], mov_edi_3, call_qword_ptr_[r9], mov_dword_ptr_[r13@@ ]_0, xor_eax_eax, mov_rcx_qword_ptr_[rsp+8], xor_rcx_qword_ptr_fs:[0x28], jne_0x14@@ 5, add_rsp_0x18, pop_rbx, pop_rbp, pop_r12, pop_r13, pop_r14, pop_r15, ret, lea_rbx_[rip+0x@@ 22@@ 97@@ 9], lea_r8_[rip+0x@@ 15@@ 7@@ 12], mov_ecx_0xffffffff, mov_edx_0x@@ 9e@@ 7, lea_rsi_[rip+0x14@@ e7@@ 6], mov_edi_3, xor_eax_eax, call_qword_ptr_[r@@ bx], jmp_0xffffffffffffff3d, lea_rbx_[rip+0x@@ 22@@ 94@@ 9], lea_r8_[rip+0x@@ 15@@ 7@@ 1a], mov_ecx_0xffffffff, mov_edx_0x@@ 9e@@ b, lea_rsi_[rip+0x14@@ e4@@ 6], mov_edi_3, xor_eax_eax, call_qword_ptr_[r@@ bx], jmp_0xffffffffffffff0d, xor_ebp_ebp, mov_word_ptr_[rsp+@@ 6@@ ]_bp, jmp_0xfffffffffffffd@@ 81, lea_rbx_[rip+0x@@ 22@@ 90@@ 9], lea_r8_[rip+0x@@ 15@@ 67@@ 2], mov_ecx_0xffffffff, mov_edx_0x@@ 9d8, lea_rsi_[rip+0x14@@ e0@@ 6], mov_edi_3, xor_eax_eax, call_qword_ptr_[r@@ bx], jmp_0xfffffffffffffe@@ cd, call_0xfffffffffffec@@ 7f@@ 3, mov_edi_dword_ptr_[rax], mov_r14_qword_ptr_[r@@ bx], call_0xfffffffffffec@@ 60@@ 9, sub_rsp_8, push_rax, mov_r9d_r15d, lea_r8_[rip+0x14@@ f@@ 8c], mov_ecx_0xffffffff, mov_edx_0x@@ 9f@@ e, lea_rsi_[rip+0x14@@ dc@@ 9], mov_edi_3, xor_eax_eax, call_r14, mov_esi_r15d, mov_edi_ebp, call_0xfffffffffffffc@@ 15, pop_r8, pop_r9, jmp_0xfffffffffffffe@@ 81, call_0xfffffffffffec@@ 7a@@ 7, mov_edi_dword_ptr_[rax], mov_r14_qword_ptr_[r@@ bx], call_0xfffffffffffec@@ 5b@@ d, push_rax, lea_rsi_[rip+0x14@@ d@@ 95], mov_edi_3, push_rbp, mov_r9d_r15d, lea_r8_[rip+0x@@ 15@@ 420], mov_ecx_0xffffffff, mov_edx_0x@@ a0@@ 6, xor_eax_eax, call_r14, pop_rsi, pop_rdi, jmp_0xfffffffffffffe@@ 44, call_0xfffffffffffec@@ 7c@@ a
push_r12, push_rbp, push_rbx, sub_rsp_0x30, mov_ecx_dword_ptr_[rip+0x20@@ 80@@ 6], mov_rax_qword_ptr_fs:[0x28], mov_qword_ptr_[rsp+0x28]_rax, xor_eax_eax, test_ecx_ecx, js@@ _0x30, mov_edx_dword_ptr_[rip+0x20@@ 7e@@ 8], test_edx_edx, js@@ _0x58, mov_rax_qword_ptr_[rsp+0x28], xor_rax_qword_ptr_fs:[0x28], jne_0x1@@ d8, add_rsp_0x30, pop_rbx, pop_rbp, pop_r12, ret, mov_rcx_rsp, mov_edx_0x1@@ 3, xor_esi_esi, xor_edi_edi, call_0xfffffffffffec@@ 5@@ 94, mov_r8d_eax, mov_eax_1, test_r8d_r8d, js_0x@@ ec, mov_edx_dword_ptr_[rip+0x20@@ 7@@ 98], mov_dword_ptr_[rip+0x20@@ 7@@ 96@@ ]_eax, test_edx_edx, jns_0xffffffffffffff@@ ac, call_0xfffffffffffec@@ 34@@ e, mov_rbp_rax, test_rax_rax, je_0x73, mov_rdi_rax, call_0xfffffffffffec@@ 70@@ e, mov_r12_rax, test_rax_rax, je_0x1@@ 43, mov_rdi_rax, call_0xfffffffffffec@@ 1a@@ a, mov_ebx_eax, test_eax_eax, jne_0x@@ d9, lea_r9_[rip+0x@@ 22@@ 7@@ 94], lea_r8_[rip+0x@@ 15@@ 6b@@ d], mov_ecx_4, mov_edx_0x@@ 9@@ 1f, lea_rsi_[rip+0x14@@ c9@@ 1], mov_edi_7, xor_eax_eax, call_qword_ptr_[r9], mov_rdi_r12, call_0xfffffffffffeb@@ fb@@ f, mov_rdi_rbp, call_0xfffffffffffec@@ 5b@@ 7, mov_dword_ptr_[rip+0x20@@ 7@@ 18]_0, jmp_0xffffffffffffff34, lea_rbx_[rip+0x@@ 22@@ 74@@ 9], lea_r8_[rip+0x14@@ b@@ 27], xor_ecx_ecx, mov_edx_0x@@ 9@@ 17, lea_rsi_[rip+0x14@@ c4@@ 9], mov_edi_7, xor_eax_eax, call_qword_ptr_[r@@ bx], lea_r8_[rip+0x@@ 15@@ 6@@ 94], mov_ecx_0xffffffff, mov_edx_0x@@ 928, lea_rsi_[rip+0x14@@ c@@ 28], mov_edi_3, xor_eax_eax, call_qword_ptr_[r@@ bx], mov_dword_ptr_[rip+0x20@@ 6c@@ 0]_0, jmp_0xfffffffffffffedc, lea_r9_[rip+0x@@ 22@@ 6f@@ 1], xor_eax_eax, lea_r8_[rip+0x@@ 15@@ 5b8], xor_ecx_ecx, mov_edx_0x@@ 908, lea_rsi_[rip+0x14@@ be@@ f], mov_edi_0x84, call_qword_ptr_[r9], xor_eax_eax, jmp_0xfffffffffffffef2, mov_rdi_r12, call_0xfffffffffffeb@@ f@@ 15, mov_rdi_rbp, call_0xfffffffffffec@@ 50@@ d, mov_eax_dword_ptr_[rip+0x2@@ 22@@ d0@@ 2], mov_dword_ptr_[rip+0x20@@ 66@@ c]_ebx, test_eax_eax, je_0xfffffffffffffe@@ 86, lea_r9_[rip+0x@@ 22@@ 6@@ 9d], lea_r8_[rip+0x@@ 15@@ 63@@ e], xor_ecx_ecx, mov_edx_0x@@ 93@@ 4, lea_rsi_[rip+0x14@@ b@@ 9d], mov_edi_0x84, xor_eax_eax, call_qword_ptr_[r9], jmp_0xfffffffffffffe@@ 5a, mov_rdi_rbp, call_0xfffffffffffec@@ 4b@@ d, lea_rbx_[rip+0x@@ 22@@ 66@@ 1], lea_r8_[rip+0x14@@ a@@ 3f], xor_ecx_ecx, mov_edx_0x@@ 9@@ 1b, lea_rsi_[rip+0x14@@ b6@@ 1], mov_edi_7, xor_eax_eax, call_qword_ptr_[r@@ bx], jmp_0xffffffffffffff18, call_0xfffffffffffec@@ 5a@@ e
push_rbp, mov_eax_edi, shr_eax_0x10, push_rbx, mov_ebx_edi, sub_rsp_8, cmp_eax_0x@@ d@@ 4d, je_0x3e, sub_rsp_8, push_rdi, lea_r10_[rip+0x@@ 22@@ 6@@ 10], mov_r9d_edi, mov_ecx_0xffffffff, lea_rsi_[rip+0x14@@ b@@ 16], xor_eax_eax, lea_r8_[rip+0x@@ 15@@ 6@@ 38], mov_edx_0x@@ 958, mov_edi_3, call_qword_ptr_[r10], pop_rcx, pop_rsi, xor_eax_eax, add_rsp_8, pop_rbx, pop_rbp, ret, mov_rbp_rsi, xor_edx_edx, mov_esi_1, call_0xfffffffffffec0@@ 76, mov_edx_eax, mov_dword_ptr_[rbp]_eax, mov_eax_1, test_edx_edx, jns_0xffffffffffffff@@ de, call_0xfffffffffffec@@ 4d@@ 3, mov_edi_dword_ptr_[rax], lea_rax_[rip+0x22@@ 5b@@ 5], mov_rbp_qword_ptr_[rax], cmp_edi_2, je_0x3f, cmp_edi@@ _0xd, je_0x5a, call_0xfffffffffffec@@ 2d@@ 8, push_rax, mov_r9d_ebx, lea_r8_[rip+0x@@ 15@@ 6f@@ 8], push_rbx, mov_ecx_0xffffffff, mov_edx_0x@@ 970, xor_eax_eax, lea_rsi_[rip+0x14@@ a@@ 99], mov_edi_3, call_rbp, pop_rax, pop_rdx, add_rsp_8, pop_rbx, xor_eax_eax, pop_rbp, ret, sub_rsp_8, push_rbx, mov_r9d_ebx, lea_r8_[rip+0x@@ 15@@ 6@@ 19], mov_ecx_0xffffffff, mov_edx_0x@@ 9@@ 64, jmp_0xffffffffffffffca, sub_rsp_8, push_rbx, mov_r9d_ebx, lea_r8_[rip+0x@@ 15@@ 64@@ 9], mov_ecx_0xffffffff, mov_edx_0x@@ 96@@ a, jmp_0xffffffffffffffa@@ a
push_r12, push_rbp, push_rbx, mov_rbx_rdi, cmp_byte_ptr_[rdi]@@ _0x2f, je_0x36, mov_r9_rdi, lea_r8_[rip+0x@@ 15@@ 6d@@ 2], mov_ecx_4, mov_edx_0x6@@ 7b, lea_r10_[rip+0x@@ 22@@ 50@@ 9], xor_eax_eax, lea_rsi_[rip+0x14@@ a@@ 15], mov_edi_7, call_qword_ptr_[r10], xor_eax_eax, pop_rbx, pop_rbp, pop_r12, ret, mov_rbp_rsi, mov_r12_rdx, call_0xfffffffffffec0@@ ca, cmp_byte_ptr_[rbx@@ +rax@@ -1]_0x2f, lea_r9_[rip+0x@@ 10@@ 308], lea_r8_[rip+0x14@@ 44@@ 6], cmove@@ _r8@@ _r9, test_rbp_rbp, cmovne@@ _r9@@ _rbp, mov_rcx_rbx, lea_rdx_[rip+0x14@@ a@@ 19], mov_esi_0x1000, mov_rdi_r12, xor_eax_eax, call_0x@@ 95@@ 93, mov_r8d_eax, mov_eax_1, test_r8d_r8d, jns_0xffffffffffffff@@ ad, mov_r9_rbx, lea_r8_[rip+0x@@ 15@@ 68@@ 7], mov_ecx_4, mov_edx_0x6@@ 84, jmp_0xffffffffffffff7@@ d
push_r12, mov_r12_rdi, push_rbx, mov_rbx_rsi, mov_rdi_rbx, sub_rsp_8, mov_esi_0x2f, call_0xfffffffffffec@@ 2d@@ b, test_rax_rax, je_0x53, mov_rdi_r12, mov_edx_0x1000, mov_rsi_rbx, call_0x9d@@ e6, mov_r12d_eax, test_r12d_r12d, jne_0x2e, lea_r10_[rip+0x@@ 2@@ 24@@ 42], mov_r9_rbx, lea_r8_[rip+0x@@ 15@@ 6@@ 58], mov_ecx_0xffffffff, mov_edx_0x1@@ 0a, lea_rsi_[rip+0x14@@ 93@@ c], mov_edi_3, xor_eax_eax, call_qword_ptr_[r10], add_rsp_8, pop_rbx, mov_eax_r12d, pop_r12, ret, mov_rdi_r12, mov_r8_rbx, lea_rcx_[rip+0x2@@ 13@@ f3], lea_rdx_[rip+0x14@@ c@@ dd], mov_esi_0x1000, xor_eax_eax, call_0x94@@ d5, not_eax, mov_r12d_eax, shr@@ _r12d@@ _0x1f, jmp_0xffffffffffffff9@@ 9
push_r12, push_rbp, push_rbx, sub_rsp_0x1000, or_qword_ptr_[rsp]_0, sub_rsp_0x10, mov_rbx_rsp, mov_rsi_rdi, mov_rdi_rbx, mov_rax_qword_ptr_fs:[0x28], mov_qword_ptr_[rsp+0x1@@ 00@@ 8]_rax, xor_eax_eax, call_0xffffffffffffff@@ 30, test_eax_eax, je_0xb9, xor_edx_edx, xor_esi_esi, mov_rdi_rbx, xor_eax_eax, call_0xfffffffffffec0@@ da, mov_r12d_eax, test_eax_eax, js@@ _0x30, mov_rax_qword_ptr_[rsp+0x1@@ 008], xor_rax_qword_ptr_fs:[0x28], jne_0x98, add_rsp_0x10@@ 10, pop_rbx, pop_rbp, mov_eax_r12d, pop_r12, ret, lea_rax_[rip+0x22@@ 35@@ 9], mov_rbp_qword_ptr_[rax], call_0xfffffffffffec@@ 26@@ 6, mov_edi_dword_ptr_[rax], call_0xfffffffffffec0@@ 7f, mov_r8_rax, cmp_byte_ptr_[r@@ sp]_0, lea_rdx_[rip+0x10@@ 16@@ b], lea_rax_[rip+0x14@@ 6e@@ 2], cmove_rax_rdx, sub_rsp_8, push_r8, lea_rcx_[rip+0x14@@ b7@@ 3], mov_r9_rbx, push_rcx, lea_r8_[rip+0x14@@ 8d@@ 8], mov_ecx_0xffffffff, push_rax, mov_edx_0x4@@ bf, lea_rsi_[rip+0x14@@ 8@@ 1c], mov_edi_3, xor_eax_eax, call_rbp, add_rsp_0x20, jmp_0xffffffffffffff6c, mov_r12d_0xffffffff, jmp_0xffffffffffffff5c, call_0xfffffffffffec@@ 25@@ 5
push_r15, push_r14, push_r13, push_r12, push_rbp, mov_rbp_rsi, push_rbx, mov_ebx_edi, mov_rdi_rsi, sub_rsp_0x28, mov_r13@@ _qword_ptr_[rsp+0x68], mov_dword_ptr_[rsp+0x10]_edx, mov_dword_ptr_[rsp+0x1@@ 4]_ecx, mov_dword_ptr_[rsp+0x18]_r8d, mov_dword_ptr_[rsp+0x1c]@@ _r9d, call_0xfffffffffffe@@ be@@ 93, mov_rdi_r13, mov_r12_rax, call_0xfffffffffffe@@ be@@ 88, add_rax_r12, mov_qword_ptr_[rsp+8]_rax, cmp_ebx_1, je_0x1@@ d0, test_ebx_ebx, jne_0x15@@ 0, mov_eax_dword_ptr_[rip+0x22@@ 28@@ c8], test_eax_eax, je_0x22, mov_r15_qword_ptr_[r@@ ip+0x2@@ 22@@ 69], lea_r12_[rip+0x@@ 22@@ 26@@ 2], mov_r14_qword_ptr_[r@@ 15], cmp_r15@@ _r12, jne_0x12@@ 2, mov_rdi_qword_ptr_[rsp+8], add_rdi@@ _0x5@@ 2, call_0xfffffffffffe@@ bc@@ 97, mov_r12_rax, test_rax_rax, je_0x2@@ 5e, mov_dword_ptr_[rax+0x1@@ 0]_ebx, lea_r15_[r@@ ax+0x50], mov_eax_dword_ptr_[rsp+0x10], mov_rsi_rbp, mov_dword_ptr_[r12+0x@@ 20]_eax, mov_eax_dword_ptr_[rsp+0x14], mov_rdi_r15, mov_dword_ptr_[r12+0x@@ 24]_eax, mov_eax_dword_ptr_[rsp+0x18], mov_dword_ptr_[r12+0x@@ 28]_eax, mov_eax_dword_ptr_[rsp+0x1c], mov_dword_ptr_[r12+0x@@ 2c]_eax, mov_eax_dword_ptr_[rsp+0x60], mov_dword_ptr_[r12+0x@@ 30]_eax, mov_eax_dword_ptr_[rsp+0x70], mov_dword_ptr_[r12+0x@@ 34]_eax, mov_eax_dword_ptr_[rsp+0x78], mov_dword_ptr_[r12+0x@@ 38]_eax, mov_eax_dword_ptr_[rsp+0x88], test_eax_eax, mov_dword_ptr_[r12+0x@@ 4c]_eax, mov_eax_0, cmove_eax@@ _dword_ptr_[rsp+0x@@ 80], mov_dword_ptr_[r12+0x@@ 48]_eax, mov_dword_ptr_[rsp+0x8@@ 0]_eax, call_0xfffffffffffeba@@ e3, mov_qword_ptr_[r12+0x1@@ 8]_r15, lea_rdx_[rax+1], mov_rdi_rdx, mov_rsi_r13, call_0xfffffffffffec@@ 15@@ f, mov_qword_ptr_[r12+0x@@ 40]_rax, mov_rsi_r12, lea_rax_[rip+0x22@@ 27@@ eb], lea_rdi_[rip+0x22@@ 19@@ 4], inc_dword_ptr_[r@@ ax+r@@ bx*4], call_0x@@ f7@@ 11, mov_rsi_r12, lea_rdi_[rip+0x14@@ 8@@ 80], call_0xffffffffffffe@@ 42@@ 2, mov_eax_1, add_rsp_0x28, pop_rbx, pop_rbp, pop_r12, pop_r13, pop_r14, pop_r15, ret, mov_rsi_qword_ptr_[r15+0x18], mov_rdi_rbp, call_0xfffffffffffec0@@ e9, test_eax_eax, je_0x12@@ a, mov_rax_qword_ptr_[r14], mov_r15_r14, cmp_r14@@ _r12, je_0xfffffffffffffe@@ f3, mov_r14_rax, cmp_dword_ptr_[r15+0x1@@ 0]_1, jne_0xffffffffffffffe9, jmp_0xffffffffffffffd3, cmp_ebx_2, jne_0x12@@ 5, mov_r14_qword_ptr_[rip+0x2@@ 2@@ 120], lea_r12_[rip+0x@@ 22@@ 11@@ 9], mov_r15_qword_ptr_[r@@ 14], cmp_r14@@ _r12, je_0xfffffffffffffe@@ c3, mov_rsi_qword_ptr_[r14+0x18], mov_rdi_r13, call_0xfffffffffffec0@@ 96, test_eax_eax, je_0x29, mov_rax_qword_ptr_[r15], mov_r14_r15, cmp_r15@@ _r12, je_0xfffffffffffffe@@ 9f, mov_rsi_qword_ptr_[r14+0x18], mov_rdi_r13, mov_r15_rax, call_0xfffffffffffec0@@ 6f, test_eax_eax, jne_0xffffffffffffffe0, mov_rsi_r14, lea_rdi_[rip+0x14@@ 7b@@ f], call_0xffffffffffffe@@ 36@@ c, mov_rdi_r14, call_0xffffffffffffea@@ c4, jmp_0xffffffffffffffc7, mov_eax_dword_ptr_[rip+0x2@@ 22@@ 70@@ 2], or_eax@@ _dword_ptr_[rip+0x2@@ 22@@ 70@@ 4], or_eax@@ _dword_ptr_[rip+0x2@@ 22@@ 70@@ 2], je_0xfffffffffffffe@@ 56, mov_r15_qword_ptr_[r@@ ip+0x2@@ 20@@ 99], lea_r12_[rip+0x@@ 2@@ 20@@ 92], mov_r14_qword_ptr_[r@@ 15], cmp_r15@@ _r12, jne_0x1e, jmp_0xfffffffffffffe@@ 3a, mov_rax_qword_ptr_[r14], mov_r15_r14, cmp_r14@@ _r12, je_0xfffffffffffffe@@ 27, mov_r14_rax, mov_rsi_qword_ptr_[r15+0x18], mov_rdi_rbp, call_0xfffffffffffeb@@ ff@@ 7, test_eax_eax, jne_0xffffffffffffffe0, mov_rsi_r15, lea_rdi_[rip+0x14@@ 74@@ 7], call_0xffffffffffffe@@ 2f@@ 4, mov_rdi_r15, call_0xffffffffffffea@@ 4c, mov_eax_dword_ptr_[rip+0x2@@ 22@@ 69@@ 9], or_eax@@ _dword_ptr_[rip+0x2@@ 22@@ 68@@ b], or_eax@@ _dword_ptr_[rip+0x2@@ 22@@ 69@@ 1], je_0xfffffffffffffd@@ e5, jmp_0xffffffffffffffaf, mov_rsi_r15, lea_rdi_[rip+0x14@@ 7@@ 11], call_0xffffffffffffe@@ 2b@@ e, mov_rdi_r15, call_0xffffffffffffea@@ 16, jmp_0xfffffffffffffd@@ c1, xor_eax_eax, mov_ecx_eax, cmp_ebx_3, cmovne@@ _ecx@@ _dword_ptr_[rsp+0x@@ 88], cmovne_eax@@ _dword_ptr_[rsp+0x@@ 80], mov_dword_ptr_[rsp+0x8@@ 8]_ecx, mov_dword_ptr_[rsp+0x8@@ 0]_eax, jmp_0xfffffffffffffd@@ 93, lea_r9_[rip+0x@@ 21@@ fe@@ 7], xor_eax_eax, lea_r8_[rip+0x@@ 15@@ 22@@ 6], or_ecx_0xffffffff, mov_edx_0x6@@ 1f, lea_rsi_[rip+0x14@@ 4e@@ 4], mov_edi_3, call_qword_ptr_[r9], xor_eax_eax, jmp_0xfffffffffffffe@@ 3@@ d
endbr64, lea_rax_[rip+0x2@@ 1fb@@ d], test_rdi_rdi, je_0x1a, mov_qword_ptr_[rax]@@ _rdi, lea_rax_[rip+0x2@@ 1fa@@ 6], lea_rdx_[rip-0x@@ 19@@ 11], mov_qword_ptr_[rax]_rdx, ret, lea_rcx_[rip-0x@@ 1a@@ 7f], mov_qword_ptr_[rax]_rcx, lea_rax_[rip+0x2@@ 1f@@ 87], lea_rsi_[rip-0x@@ 19@@ e0], mov_qword_ptr_[rax]_rsi, ret
endbr64, lea_rcx_[rip+0x2@@ 1f@@ 6d], lea_rdx_[rip-0x@@ 1a@@ b2], mov_eax_1, cmp_qword_ptr_[rcx@@ ]_rdx, je_6, ret, lea_rdx_[rip+0x2@@ 1f@@ 49], lea_rax_[rip-0x@@ 1a@@ 1e], cmp_qword_ptr_[rdx@@ ]_rax, setne_al, movzx_eax_al, ret
endbr64, lea_rax_[rip+0x2@@ 1f@@ 2d], test_rdi_rdi, je_0x1a, lea_rdx_[rip-0x@@ 18@@ 67], mov_qword_ptr_[rax]_rdx, lea_rax_[rip+0x2@@ 1f0@@ f], mov_qword_ptr_[rax]@@ _rdi, ret, lea_rcx_[rip-0x@@ 1b0@@ f], mov_qword_ptr_[rax]_rcx, lea_rax_[rip+0x2@@ 1e@@ f7], lea_rsi_[rip-0x@@ 1a@@ 70], mov_qword_ptr_[rax]_rsi, ret
endbr64, mov_dword_ptr_[rip+0x2@@ 22@@ 5@@ 2e@@ ]_edi, ret
endbr64, mov_rdx_rsi, lea_rsi_[rip+0x14@@ 5@@ f0], jmp_0x@@ 98@@ 5@@ 2
endbr64, mov_eax_dword_ptr_[rip+0x22@@ 24@@ fa], lea_r8_[rip+0x@@ 15@@ 11@@ 7], lea_r9d@@ _[rax+1], lea_rax_[rip+0x2@@ 1e@@ 94], mov_ecx_4, mov_r10_qword_ptr_[r@@ ax], mov_edx_0x1@@ 17, lea_rsi_[rip+0x14@@ 39@@ 5], mov_edi_7, xor_eax_eax, mov_dword_ptr_[rip+0x22@@ 24@@ c6@@ ]@@ _r9d, jmp@@ _r1@@ 0
endbr64, lea_rax_[rip+0x2@@ 1e@@ 55], mov_r9d_dword_ptr_[rip+0x2@@ 2@@ 24@@ a2], mov_r10_qword_ptr_[r@@ ax], test_r9d_r9d, je_0x38, dec@@ _r9d, lea_r8_[rip+0x@@ 15@@ 124], mov_ecx_4, mov_edx_0x1@@ 22, lea_rsi_[rip+0x14@@ 340], mov_edi_7, xor_eax_eax, mov_dword_ptr_[rip+0x22@@ 24@@ 7@@ 1]@@ _r9d, jmp@@ _r10, lea_r8_[rip+0x@@ 150@@ b1], mov_ecx_0xffffffff, mov_edx_0x1@@ 1d, lea_rsi_[rip+0x14@@ 30@@ d], mov_edi_3, xor_eax_eax, jmp@@ _r1@@ 0
endbr64, mov_eax_dword_ptr_[rip+0x22@@ 24@@ 2a], ret
endbr64, mov_dword_ptr_[rip+0x@@ 1fd@@ 8e@@ ]_edi, mov_eax_1, ret
endbr64, mov_eax_dword_ptr_[rip+0x@@ 1fd@@ 7e], ret
