endbr64, sub_rsp_8, mov_rax_qword_ptr_[rip+0x34fa9], test_rax_rax, je_4, call_rax, add_rsp_8, ret
push_qword_ptr_[rip+0x34a5a], bnd_jmp_qword_ptr_[rip+0x34a5b]
push_r14, mov_r14d_r8d, push_r13, mov_r13_rsi, push_r12, mov_r12_rdx, push_rbp, mov_rbp_rdi, push_rbx, mov_rbx_rcx, call_0xfffffffffffeae29, mov_rdx_rax, mov_r9d_r14d, mov_r8_rbx, mov_rcx_r12, mov_rsi_r13, mov_rdi_rbp, call_0xfffffffffffff622, test_eax_eax, js_0x33, jne_0x21, mov_rdi_rbp, call_0xfffffffffffeb144, mov_r12_rax, test_r12_r12, je_0x30, pop_rbx, pop_rbp, mov_rax_r12, pop_r12, pop_r13, pop_r14, ret, mov_rdi_r12, call_0xfffffffffffeb125, mov_r12_rax, jmp_0xffffffffffffffe1, pop_rbx, pop_rbp, xor_r12d_r12d, mov_rax_r12, pop_r12, pop_r13, pop_r14, ret, lea_r9_[rip+0x211e2], lea_r8_[rip+0x14703], or_ecx_0xffffffff, mov_edx_0x2b6, lea_rsi_[rip+0x136e1], mov_edi_3, xor_eax_eax, call_qword_ptr_[r9], jmp_0xffffffffffffffab
endbr64, push_r15, push_r14, push_r13, push_r12, push_rbp, push_rbx, sub_rsp_0xd8, mov_qword_ptr_[rsp+0x18]_rsi, mov_qword_ptr_[rsp+0x10]_rcx, mov_rax_qword_ptr_fs:[0x28], mov_qword_ptr_[rsp+0xc8]_rax, xor_eax_eax, test_rdi_rdi, je_0x1bc, test_rcx_rcx, je_0x1b3, movzx_r13d_byte_ptr_[rdi], mov_r12_rdi, test_rdx_rdx, je_0xf2, test_r13b_r13b, je_0xe9, cmp_r8_0x7f, jbe_0x19d, mov_rax_qword_ptr_[rsp+0x10], lea_rsi_[rsp+0x40], mov_r11d_1, mov_qword_ptr_[rsp+0x20]_rsi, sub_r11_rax, lea_rsi_[rsp+0x3c], mov_dword_ptr_[rsp+0xc]_0, mov_qword_ptr_[rsp+0x28]_rsi, mov_ebp_r9d, mov_rbx_rax, xor_r15d_r15d, mov_r14_r11, jmp_0x19, mov_byte_ptr_[rbx]_r13b, mov_r15_rax, lea_rax_[r14+rbx], movzx_r13d_byte_ptr_[rdx], inc_rbx, test_r13b_r13b, je_0x7c, test_ebp_ebp, je_0x19, movsx_edi_r13b, call_0xffffffffffffdab2, test_eax_eax, jne_0xc, cmp_r13b_0x5c, jne_0xaa, lea_rax_[r15+1], lea_rdx_[r12+rax], cmp_r13b_0x5c, jne_0xffffffffffffffc3, cmp_byte_ptr_[rdx]_0x78, jne_0xffffffffffffffbe, mov_rcx_qword_ptr_[rsp+0x20], mov_rdx_qword_ptr_[rsp+0x28], xor_eax_eax, lea_rdi_[r12+r15+2], lea_rsi_[rip+0x13862], call_0xfffffffffffeaa44, test_eax_eax, je_0xb0, mov_eax_dword_ptr_[rsp+0x3c], add_r15_4, mov_byte_ptr_[rbx]_al, lea_rdx_[r12+r15], lea_rax_[r14+rbx], movzx_r13d_byte_ptr_[rdx], mov_dword_ptr_[rsp+0xc]_1, inc_rbx, test_r13b_r13b, jne_0xffffffffffffff89, add_qword_ptr_[rsp+0x10]_rax, mov_rax_qword_ptr_[rsp+0x10], mov_byte_ptr_[rax]_0, jmp_0xb, mov_dword_ptr_[rsp+0xc]_0, mov_rax_qword_ptr_[rsp+0xc8], xor_rax_qword_ptr_fs:[0x28], jne_0xd9, mov_eax_dword_ptr_[rsp+0xc], add_rsp_0xd8, pop_rbx, pop_rbp, pop_r12, pop_r13, pop_r14, pop_r15, ret, sub_rsp_8, push_r12, lea_r10_[rip+0x2103e], mov_ecx_0xffffffff, mov_r9_qword_ptr_[rsp+0x28], lea_rsi_[rip+0x13542], lea_r8_[rip+0x145b6], mov_edx_0x214, mov_edi_3, call_qword_ptr_[r10], pop_rcx, pop_rsi, mov_dword_ptr_[rsp+0xc]_0xffffffff, jmp_0xffffffffffffff84, sub_rsp_8, push_r12, lea_r10_[rip+0x21000], mov_edx_0x21c, mov_r9_qword_ptr_[rsp+0x28], lea_r8_[rip+0x145c7], mov_ecx_4, lea_rsi_[rip+0x134f8], mov_edi_7, call_qword_ptr_[r10], pop_rax, pop_rdx, mov_qword_ptr_[rsp+0x10]_rbx, jmp_0xffffffffffffff49, mov_dword_ptr_[rsp+0xc]_0xffffffff, jmp_0xffffffffffffff4f, lea_r9_[rip+0x20fbb], lea_r8_[rip+0x14504], mov_ecx_0xffffffff, mov_edx_0x20e, lea_rsi_[rip+0x134b8], mov_edi_3, call_qword_ptr_[r9], mov_dword_ptr_[rsp+0xc]_0xffffffff, jmp_0xffffffffffffff1b, call_0xfffffffffffeaefe
push_r12, mov_r12_rdi, push_rbp, push_rbx, sub_rsp_0x10, mov_qword_ptr_[rsp+8]_rsi, test_r8d_r8d, jne_0x2c, mov_rbp_rdx, mov_rbx_rcx, call_0xfffffffffffeab45, mov_rsi_qword_ptr_[rsp+8], xor_r9d_r9d, mov_rdx_rax, mov_r8_rbx, mov_rcx_rbp, mov_rdi_r12, call_0xfffffffffffffd8c, test_eax_eax, js_0x35, jne_0x23, mov_rdi_r12, call_0xfffffffffffeae5e, mov_r12_rax, test_r12_r12, je_0x28, add_rsp_0x10, pop_rbx, pop_rbp, mov_rax_r12, pop_r12, ret, mov_rdi_rbp, call_0xfffffffffffeae3d, mov_r12_rax, jmp_0xffffffffffffffdf, xor_r12d_r12d, jmp_0xffffffffffffffdc, lea_r9_[rip+0x20f04], lea_r8_[rip+0x1451d], or_ecx_0xffffffff, mov_edx_0x2cb, lea_rsi_[rip+0x13403], mov_edi_3, xor_eax_eax, call_qword_ptr_[r9], jmp_0xffffffffffffffb3
endbr64, push_r12, mov_r12_rsi, mov_esi_0x2f, push_rbp, mov_rbp_rdi, mov_rdi_r12, sub_rsp_8, call_0xfffffffffffeab57, test_rax_rax, je_0x1f, add_rsp_8, mov_rdi_rbp, pop_rbp, mov_rsi_r12, lea_rdx_[rax+1], pop_r12, jmp_0xfffffffffffff70c, call_0xfffffffffffff0e0, add_rsp_8, lea_rsi_[rbp+0x10], lea_rdi_[rbp+8], pop_rbp, mov_rdx_r12, mov_ecx_eax, pop_r12, jmp_0xfffffffffffff4a7
endbr64, mov_rax_qword_ptr_[rdi+0x50], add_rax_0x30, ret
endbr64, push_r12, push_rbx, sub_rsp_0x98, mov_rax_qword_ptr_fs:[0x28], mov_qword_ptr_[rsp+0x88]_rax, xor_eax_eax, call_0xffffffffffffffcf, mov_rbx_rax, call_0xfffffffffffff087, mov_r8d_eax, mov_rdx_rsp, mov_ecx_0x80, lea_rsi_[rip+0x135eb], mov_rdi_rbx, call_0xfffffffffffffbcd, mov_r12_rax, test_rax_rax, je_0x23, mov_rax_qword_ptr_[rsp+0x88], xor_rax_qword_ptr_fs:[0x28], jne_0x3c, add_rsp_0x98, pop_rbx, mov_rax_r12, pop_r12, ret, lea_r10_[rip+0x20df8], mov_r9_rbx, lea_r8_[rip+0x1424e], or_ecx_0xffffffff, mov_edx_0x2d7, lea_rsi_[rip+0x132f4], mov_edi_3, xor_eax_eax, call_qword_ptr_[r10], jmp_0xffffffffffffffb5, call_0xfffffffffffead43
endbr64, push_r12, push_rbx, sub_rsp_0x98, mov_rax_qword_ptr_fs:[0x28], mov_qword_ptr_[rsp+0x88]_rax, xor_eax_eax, call_0xffffffffffffff1f, mov_rbx_rax, call_0xffffffffffffefd7, mov_r8d_eax, mov_rdx_rsp, mov_ecx_0x80, lea_rsi_[rip+0x1353b], mov_rdi_rbx, call_0xfffffffffffffdfd, mov_r12_rax, test_rax_rax, je_0x23, mov_rax_qword_ptr_[rsp+0x88], xor_rax_qword_ptr_fs:[0x28], jne_0x3c, add_rsp_0x98, pop_rbx, mov_rax_r12, pop_r12, ret, lea_r10_[rip+0x20d48], mov_r9_rbx, lea_r8_[rip+0x1438e], or_ecx_0xffffffff, mov_edx_0x2e3, lea_rsi_[rip+0x13244], mov_edi_3, xor_eax_eax, call_qword_ptr_[r10], jmp_0xffffffffffffffb5, call_0xfffffffffffeac93
endbr64, mov_rax_qword_ptr_[rdi+0x50], add_rax_0xb0, ret
endbr64, push_r12, push_rbx, sub_rsp_0x98, mov_rax_qword_ptr_fs:[0x28], mov_qword_ptr_[rsp+0x88]_rax, xor_eax_eax, call_0xffffffffffffffcf, mov_rbx_rax, call_0xffffffffffffef17, mov_r8d_eax, mov_rdx_rsp, mov_ecx_0x81, lea_rsi_[rip+0x15d01], mov_rdi_rbx, call_0xfffffffffffffa5d, mov_r12_rax, test_rax_rax, je_0x23, mov_rax_qword_ptr_[rsp+0x88], xor_rax_qword_ptr_fs:[0x28], jne_0x3c, add_rsp_0x98, pop_rbx, mov_rax_r12, pop_r12, ret, lea_r10_[rip+0x20c88], mov_r9_rbx, lea_r8_[rip+0x142f6], or_ecx_0xffffffff, mov_edx_0x2f4, lea_rsi_[rip+0x13184], mov_edi_3, xor_eax_eax, call_qword_ptr_[r10], jmp_0xffffffffffffffb5, call_0xfffffffffffeabd3
endbr64, push_r12, push_rbx, sub_rsp_0x98, mov_rax_qword_ptr_fs:[0x28], mov_qword_ptr_[rsp+0x88]_rax, xor_eax_eax, call_0xffffffffffffff1f, mov_rbx_rax, call_0xffffffffffffee67, mov_r8d_eax, mov_rdx_rsp, mov_ecx_0x81, lea_rsi_[rip+0x15c51], mov_rdi_rbx, call_0xfffffffffffffc8d, mov_r12_rax, test_rax_rax, je_0x23, mov_rax_qword_ptr_[rsp+0x88], xor_rax_qword_ptr_fs:[0x28], jne_0x3c, add_rsp_0x98, pop_rbx, mov_rax_r12, pop_r12, ret, lea_r10_[rip+0x20bd8], mov_r9_rbx, lea_r8_[rip+0x1426e], or_ecx_0xffffffff, mov_edx_0x300, lea_rsi_[rip+0x130d4], mov_edi_3, xor_eax_eax, call_qword_ptr_[r10], jmp_0xffffffffffffffb5, call_0xfffffffffffeab23
endbr64, push_r13, push_r12, push_rbp, mov_rbp_rdi, push_rbx, mov_rbx_rsi, sub_rsp_0x98, mov_rax_qword_ptr_fs:[0x28], mov_qword_ptr_[rsp+0x88]_rax, xor_eax_eax, call_0xffffffffffffedb6, mov_esi_0x2f, mov_rdi_rbx, mov_r13d_eax, call_0xfffffffffffea9d6, test_rax_rax, je_0x5e, mov_r9_rbx, lea_r8_[rip+0x1402a], mov_ecx_0xffffffff, mov_edx_0x30c, lea_r10_[rip+0x20b41], lea_rsi_[rip+0x1304f], mov_edi_3, xor_eax_eax, call_qword_ptr_[r10], xor_r12d_r12d, mov_rax_qword_ptr_[rsp+0x88], xor_rax_qword_ptr_fs:[0x28], jne_0x1a5, add_rsp_0x98, pop_rbx, pop_rbp, mov_eax_r12d, pop_r12, pop_r13, ret, mov_rdi_rbx, call_0xfffffffffffea6dd, cmp_rax_0x7f, ja_0x114, cmp_byte_ptr_[rbx]_0, jne_0x33, lea_r9_[rip+0x20ae2], lea_r8_[rip+0x141a3], mov_ecx_0xffffffff, mov_edx_0x316, lea_rsi_[rip+0x12fdf], mov_edi_3, xor_eax_eax, call_qword_ptr_[r9], xor_r12d_r12d, jmp_0xffffffffffffff90, mov_edx_r13d, lea_rsi_[rip+0x13265], mov_rdi_rbx, call_0xffffffffffffee1b, mov_r12d_eax, test_eax_eax, je_0xe1, test_r13d_r13d, je_0x7f, mov_rdi_rbx, call_0xfffffffffffea673, mov_r12_rsp, mov_rdx_rax, mov_r9d_r13d, mov_r8d_0x80, mov_rcx_r12, lea_rsi_[rip+0x1322c], mov_rdi_rbx, call_0xffffffffffffee62, test_eax_eax, js_0xdb, je_0x4c, lea_rax_[rip+0x20a5c], cmp_r13d_1, mov_r10_qword_ptr_[rax], push_r12, lea_rax_[rip+0x13176], lea_r9_[rip+0x1316a], push_rbx, cmovne_r9_rax, mov_edx_0x325, xor_eax_eax, lea_r8_[rip+0x14142], mov_ecx_4, lea_rsi_[rip+0x12f3b], mov_edi_7, call_r10, pop_rax, pop_rdx, mov_rbx_r12, mov_rdi_qword_ptr_[rbp+0x58], call_0xfffffffffffea5e5, mov_rdi_rbx, call_0xfffffffffffea92d, mov_qword_ptr_[rbp+0x58]_rax, test_rax_rax, je_0x8f, mov_dword_ptr_[rbp+0x9c]_0, mov_r12d_1, jmp_0xfffffffffffffebe, mov_r9_rbx, lea_r8_[rip+0x1317a], mov_ecx_0xffffffff, mov_edx_0x311, jmp_0xfffffffffffffe84, lea_r9_[rip+0x209b9], lea_r8_[rip+0x12d97], xor_ecx_ecx, mov_edx_0x31b, lea_rsi_[rip+0x12eb9], mov_edi_7, xor_eax_eax, call_qword_ptr_[r9], jmp_0xfffffffffffffe6d, mov_r9_rbx, lea_r8_[rip+0x1406e], mov_ecx_0xffffffff, mov_edx_0x320, jmp_0xfffffffffffffe34, call_0xfffffffffffea8e7, lea_r10_[rip+0x2096b], mov_r9_rbx, lea_r8_[rip+0x14099], or_ecx_0xffffffff, mov_edx_0x32d, lea_rsi_[rip+0x12e67], mov_edi_3, call_qword_ptr_[r10], xor_r12d_r12d, jmp_0xfffffffffffffe1a
endbr64, push_r14, push_r13, push_r12, push_rbp, mov_rbp_rsi, push_rbx, mov_rbx_rdi, sub_rsp_0x90, mov_rax_qword_ptr_fs:[0x28], mov_qword_ptr_[rsp+0x88]_rax, xor_eax_eax, call_0xffffffffffffeb54, mov_rdi_qword_ptr_[rbx+0xc0], mov_r13d_eax, call_0xfffffffffffea4d5, mov_qword_ptr_[rbx+0xc0]_0, mov_rdi_qword_ptr_[rbx+0xc8], call_0xfffffffffffea4be, mov_qword_ptr_[rbx+0xc8]_0, mov_edx_r13d, lea_rsi_[rip+0x15915], mov_rdi_rbp, call_0xffffffffffffec41, test_eax_eax, je_0x11a, test_r13d_r13d, jne_0x51, mov_rdi_rbp, call_0xfffffffffffea7dc, mov_qword_ptr_[rbx+0xc0]_rax, test_rax_rax, je_0x166, mov_r12d_1, mov_rax_qword_ptr_[rsp+0x88], xor_rax_qword_ptr_fs:[0x28], jne_0x144, add_rsp_0x90, pop_rbx, pop_rbp, mov_eax_r12d, pop_r12, pop_r13, pop_r14, ret, mov_rdi_rbp, call_0xfffffffffffea44d, mov_r12_rsp, mov_rdx_rax, mov_r9d_r13d, mov_r8d_0x81, mov_rcx_r12, lea_rsi_[rip+0x15890], mov_rdi_rbp, call_0xffffffffffffec3c, test_eax_eax, js_0xc5, je_0xffffffffffffff80, lea_r14_[rip+0x20832], cmp_r13d_1, mov_r10_qword_ptr_[r14], push_r12, lea_rax_[rip+0x12f4c], lea_r9_[rip+0x12f40], push_rbp, cmovne_r9_rax, mov_ecx_4, mov_edx_0x34c, lea_r8_[rip+0x13f65], lea_rsi_[rip+0x12d13], mov_edi_7, xor_eax_eax, call_r10, mov_rdi_r12, call_0xfffffffffffea711, pop_rdx, mov_qword_ptr_[rbx+0xc8]_rax, pop_rcx, test_rax_rax, jne_0xffffffffffffff21, mov_r9_r12, lea_r8_[rip+0x13f58], or_ecx_0xffffffff, mov_edx_0x351, lea_rsi_[rip+0x12cd6], mov_edi_3, call_qword_ptr_[r14], xor_r12d_r12d, jmp_0xffffffffffffff15, lea_r9_[rip+0x207a9], mov_r12d_eax, lea_r8_[rip+0x12b84], xor_ecx_ecx, mov_edx_0x342, lea_rsi_[rip+0x12ca6], mov_edi_7, xor_eax_eax, call_qword_ptr_[r9], jmp_0xfffffffffffffee6, lea_r10_[rip+0x20779], mov_r9_rbp, lea_r8_[rip+0x13de7], mov_ecx_0xffffffff, mov_edx_0x347, lea_rsi_[rip+0x12c73], mov_edi_3, xor_eax_eax, call_qword_ptr_[r10], xor_r12d_r12d, jmp_0xfffffffffffffeb0, call_0xfffffffffffea6bc, lea_r10_[rip+0x20740], mov_r9_rbp, lea_r8_[rip+0x13ebe], or_ecx_0xffffffff, mov_edx_0x357, lea_rsi_[rip+0x12c3c], mov_edi_3, call_qword_ptr_[r10], xor_r12d_r12d, jmp_0xfffffffffffffe7b
endbr64, mov_dword_ptr_[rdi+0x30]_esi, mov_dword_ptr_[rdi+0x38]_0, mov_eax_1, ret
endbr64, mov_dword_ptr_[rdi+0x34]_esi, mov_eax_1, ret
endbr64, mov_dword_ptr_[rdi+0x30]_esi, mov_dword_ptr_[rdi+0x34]_edx, mov_dword_ptr_[rdi+0x38]_ecx, mov_eax_1, ret
endbr64, mov_dword_ptr_[rdi+0x3c]_esi, mov_eax_1, ret
endbr64, mov_dword_ptr_[rdi+0x40]_esi, mov_eax_1, ret
endbr64, mov_dword_ptr_[rdi+0x44]_esi, mov_eax_1, ret
endbr64, mov_dword_ptr_[rdi+0xac]_1, mov_eax_1, ret
endbr64, push_rbx, mov_rbx_rdi, mov_rdi_rsi, mov_rsi_rdx, mov_rdx_rcx, mov_rcx_r8, call_0xaabc, test_rax_rax, je_0x34, cmp_qword_ptr_[rbx+0x18]_0, je_0x1d, mov_rdx_qword_ptr_[rbx+0x20], mov_qword_ptr_[rdx+0x20]_rax, mov_qword_ptr_[rbx+0x20]_rax, mov_eax_1, pop_rbx, ret, mov_qword_ptr_[rbx+0x20]_rax, mov_qword_ptr_[rbx+0x18]_rax, mov_eax_1, pop_rbx, ret, lea_r9_[rip+0x20619], lea_r8_[rip+0x129f7], xor_ecx_ecx, mov_edx_0x398, lea_rsi_[rip+0x12b19], mov_edi_7, call_qword_ptr_[r9], xor_eax_eax, pop_rbx, ret
endbr64, push_r12, push_rbx, mov_rbx_rdi, sub_rsp_0x28, mov_edi_dword_ptr_[rip+0x220c10], mov_rax_qword_ptr_fs:[0x28], mov_qword_ptr_[rsp+0x18]_rax, xor_eax_eax, mov_qword_ptr_[rsp+0x10]_0, mov_eax_dword_ptr_[rip+0x220bed], test_edi_edi, je_0x15b, mov_r12d_1, test_eax_eax, jle_0xdd, test_rbx_rbx, je_0xf4, lea_rdx_[rsp+0x10], mov_rdi_rbx, call_0xfffffffffffea586, test_eax_eax, jne_0x157, sub_rsp_8, push_qword_ptr_[rsp+0x18], lea_r12_[rip+0x2057a], mov_ecx_4, mov_edx_0x3da, mov_r9_rbx, lea_r8_[rip+0x13d16], lea_rsi_[rip+0x12a74], mov_edi_7, xor_eax_eax, call_qword_ptr_[r12], mov_rdi_qword_ptr_[rsp+0x20], call_0xfffffffffffea4ff, pop_rdx, pop_rcx, test_eax_eax, jns_0xd0, call_0xfffffffffffea450, mov_edi_dword_ptr_[rax], mov_r12_qword_ptr_[r12], call_0xfffffffffffea265, cmp_byte_ptr_[rbx]_0, lea_rdx_[rip+0x128d3], lea_rcx_[rip+0xe34e], cmove_rdx_rcx, sub_rsp_8, push_rax, lea_rax_[rip+0x12ce5], mov_r9_rbx, push_rax, lea_r8_[rip+0x12ac3], mov_ecx_0xffffffff, push_rdx, lea_rsi_[rip+0x12a0c], mov_edx_0x3e0, mov_edi_3, xor_eax_eax, call_r12, mov_rdi_qword_ptr_[rsp+0x30], add_rsp_0x20, call_0xfffffffffffe9eef, xor_r12d_r12d, mov_rax_qword_ptr_[rsp+0x18], xor_rax_qword_ptr_fs:[0x28], jne_0xf4, add_rsp_0x28, pop_rbx, mov_eax_r12d, pop_r12, ret, lea_rbx_[rip+0x204a9], mov_edi_7, xor_eax_eax, lea_r8_[rip+0x13c73], mov_ecx_4, mov_edx_0x3dd, lea_rsi_[rip+0x1299f], call_qword_ptr_[rbx], mov_rdi_qword_ptr_[rsp+0x10], call_0xfffffffffffea433, test_eax_eax, js_0x8c, mov_rdi_qword_ptr_[rsp+0x10], mov_r12d_1, call_0xfffffffffffe9e7b, jmp_0xffffffffffffff96, mov_dword_ptr_[rsp+0xc]_esi, mov_dword_ptr_[rip+0x220a86]_1, call_0xfffffffffffea152, mov_dword_ptr_[rip+0x220a77]_eax, mov_esi_dword_ptr_[rsp+0xc], jmp_0xfffffffffffffe8e, mov_rdi_rbx, call_0xffffffffffffd745, mov_r12d_eax, test_eax_eax, jne_0xfffffffffffffea2, lea_r9_[rip+0x2041e], lea_r8_[rip+0x127fc], xor_ecx_ecx, mov_edx_0x3d8, lea_rsi_[rip+0x1291e], mov_edi_7, xor_eax_eax, call_qword_ptr_[r9], jmp_0xffffffffffffff2f, call_0xfffffffffffea300, mov_edi_dword_ptr_[rax], mov_r12_qword_ptr_[rbx], call_0xfffffffffffea116, lea_rbx_[rip+0x12b9a], lea_rdx_[rip+0x12780], jmp_0xfffffffffffffeb8, call_0xfffffffffffea33e
endbr64, push_r12, push_rbx, mov_rbx_rdi, sub_rsp_0x28, mov_edi_dword_ptr_[rip+0x2209e0], mov_rax_qword_ptr_fs:[0x28], mov_qword_ptr_[rsp+0x18]_rax, xor_eax_eax, mov_qword_ptr_[rsp+0x10]_0, mov_eax_dword_ptr_[rip+0x2209bd], test_edi_edi, je_0xb3, mov_r12d_1, test_eax_eax, jle_0x7f, lea_rdx_[rsp+0x10], mov_rdi_rbx, call_0xfffffffffffea363, test_eax_eax, jne_0xbc, sub_rsp_8, push_qword_ptr_[rsp+0x18], lea_r12_[rip+0x20357], mov_ecx_4, mov_edx_0x3f5, mov_r9_rbx, lea_r8_[rip+0x13b4b], lea_rsi_[rip+0x12851], mov_edi_7, xor_eax_eax, call_qword_ptr_[r12], mov_rsi_qword_ptr_[rsp+0x20], mov_rdi_rbx, call_0xfffffffffffe9c49, pop_rdx, pop_rcx, test_eax_eax, jns_0x12, call_0xfffffffffffea22e, mov_edi_dword_ptr_[rax], cmp_edi_0x5f, jne_0xa4, mov_rdi_qword_ptr_[rsp+0x10], mov_r12d_1, call_0xfffffffffffe9d13, mov_rax_qword_ptr_[rsp+0x18], xor_rax_qword_ptr_fs:[0x28], jne_0xeb, add_rsp_0x28, pop_rbx, mov_eax_r12d, pop_r12, ret, mov_dword_ptr_[rsp+0xc]_esi, mov_dword_ptr_[rip+0x2208fe]_1, call_0xfffffffffffe9fca, mov_dword_ptr_[rip+0x2208ef]_eax, mov_esi_dword_ptr_[rsp+0xc], jmp_0xffffffffffffff36, mov_rdi_rbx, call_0xffffffffffffd5bd, mov_r12d_eax, test_eax_eax, jne_0xffffffffffffff3d, lea_r9_[rip+0x20296], lea_r8_[rip+0x12674], xor_ecx_ecx, mov_edx_0x3f3, lea_rsi_[rip+0x12796], mov_edi_7, xor_eax_eax, call_qword_ptr_[r9], jmp_0xffffffffffffff79, mov_r12_qword_ptr_[r12], call_0xfffffffffffe9f9c, mov_r8_rax, cmp_byte_ptr_[rbx]_0, lea_rdx_[rip+0xe089], lea_rax_[rip+0x12600], cmove_rax_rdx, sub_rsp_8, push_r8, lea_rcx_[rip+0x12a27], mov_r9_rbx, push_rcx, lea_r8_[rip+0x127f6], mov_ecx_0xffffffff, push_rax, mov_edx_0x3f8, lea_rsi_[rip+0x1273a], mov_edi_3, xor_eax_eax, call_r12, mov_rdi_qword_ptr_[rsp+0x30], add_rsp_0x20, call_0xfffffffffffe9c22, xor_r12d_r12d, jmp_0xffffffffffffff0c, call_0xfffffffffffea175
endbr64, ret
